City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
125,namtsy,62.7161,129.6658,-3.21,94,53,2.09,RU,1728236189
126,gembu,6.7,11.2667,16.47,97,84,0.94,NG,1728236189
127,san lorenzo,-25.3333,-57.5333,35.93,21,100,2.24,PY,1728236189
128,invercargill,-46.4,168.35,8.9,91,100,2.14,NZ,1728236189
129,badger,64.8,-147.5333,0.76,84,0,0.0,US,1728236190
130,qaisumah,28.3112,46.1273,28.98,15,0,2.06,SA,1728236190
131,magadan,59.5667,150.8,1.94,100,100,2.15,RU,1728236190
132,bontang,0.1333,117.5,25.23,90,93,2.47,ID,1728236190
133,tual,-5.6667,132.75,27.28,78,59,7.8,ID,1728236190
134,lebu,-37.6167,-73.65,12.88,77,94,6.58,CL,1728236190
135,taro,-8.3862,115.28,20.27,98,95,0.89,ID,1728236190
136,nikol'sk,53.7189,46.0712,11.42,89,100,2.89,RU,1728236191
137,hermanus,-34.4187,19.2345,19.33,67,86,4.4,ZA,1728236191
138,cidreira,-30.1811,-50.2056,20.24,72,95,4.16,BR,1728236191
139,punta arenas,-53.15,-70.9167,10.06,57,75,9.26,CL,1728236191
140,port moresby,-9.4431,147.1797,23.95,94,81,1.06,PG,1728236057
141,dwarka,22.2394,68.9678,27.88,71,1,3.56,IN,1728236191
142,qusmuryn,52.4503,64.6311,13.04,53,100,3.62,KZ,1728236191
143,port mathurin,-19.6833,63.4167,21.91,88,100,11.52,MU,1728236192
144,jamestown,42.097,-79.2353,23.34,50,20,5.66,US,1728236192
145,yulee,30.6319,-81.6065,24.95,86,100,3.09,US,1728236192
146,as sulayyil,20.4607,45.5779,31.88,18,7,3.99,SA,1728236192
147,saipan,15.1355,145.701,26.39,89,100,6.17,MP,1728236192
148,severo-yeniseyskiy,60.3725,93.0408,0.13,95,99,1.51,RU,1728236192
149,coahuayana de hidalgo,18.7,-103.6583,27.95,78,98,1.06,MX,1728236192
150,south hedland,-20.4089,118.5983,24.96,69,59,5.14,AU,1728236193
151,beloyarskiy,63.7119,66.6722,3.61,81,44,4.56,RU,1728236193
152,maile,-38.9466,-72.3727,14.34,54,83,1.75,CL,1728236193
153,san jorge,-31.8962,-61.8598,30.59,28,100,6.0,AR,1728236193
154,boden,65.8252,21.6886,3.27,97,96,2.3,SE,1728236193
155,cockburn town,21.4612,-71.1419,28.41,68,13,3.39,TC,1728236193
156,leninskoye,41.7589,69.3864,16.05,37,2,4.07,KZ,1728236193
157,kirensk,57.7853,108.1119,0.46,92,100,1.33,RU,1728236194
158,port-gentil,-0.7193,8.7815,26.98,74,75,6.17,GA,1728236160
159,lesnikovo,55.2822,65.3175,8.8,57,35,5.0,RU,1728236194
160,tazacorte,28.629,-17.9293,23.54,84,75,2.24,ES,1728236194
161,whitehorse,60.7161,-135.0538,4.5,75,75,5.66,CA,1728236194
162,san julian,21.0167,-102.1667,23.11,50,93,3.48,MX,1728236194
163,mary,37.0,62.5,20.8,44,71,3.47,TM,1728236194
164,khandyga,62.6667,135.6,-3.54,90,28,0.4,RU,1728236195
165,constantia,44.1833,28.65,18.38,87,97,2.37,RO,1728236195
166,condoto,5.0935,-76.6497,29.63,72,96,2.01,CO,1728236195
167,riohacha,11.5444,-72.9072,31.06,70,20,3.09,CO,1728236195
168,geraldton,-28.7667,114.6,13.23,94,0,1.03,AU,1728236195
169,bundi,25.4417,75.6417,27.5,42,73,2.06,IN,1728236195
170,altai,46.3722,96.2583,2.59,49,0,2.02,MN,1728236195
171,erenhot,43.6475,111.9767,7.01,50,0,1.64,CN,1728236196
172,chapada dos guimaraes,-15.4606,-55.7497,40.78,13,36,1.81,BR,1728236196
173,srivardhan,18.0333,73.0167,27.67,81,68,2.45,IN,1728236196
174,solnechnyy,50.7214,136.6319,3.06,54,16,1.96,RU,1728236196
175,kapa'a,22.0752,-159.319,26.18,73,75,6.17,US,1728236196
176,riverton,40.5219,-111.9391,24.8,31,0,5.14,US,1728236197
177,murzuq,25.9155,13.9184,33.25,13,9,4.75,LY,1728236197
178,pastos bons,-6.6017,-44.0767,39.64,17,32,5.36,BR,1728236197
179,port blair,11.6667,92.75,27.02,94,20,0.51,IN,1728236197
180,awjilah,29.1081,21.2869,32.24,17,14,5.76,LY,1728236197
181,lihue,21.9789,-159.3672,25.77,78,75,6.17,US,1728236197
182,arkhangel'sk,64.5401,40.5433,3.06,100,75,3.0,RU,1728236197
183,saint-joseph,-21.3667,55.6167,19.21,71,0,2.17,RE,1728236198
184,lib,8.3122,167.3766,28.44,74,39,3.83,MH,1728236198
185,peace river,56.2501,-117.286,10.17,76,0,4.12,CA,1728236198
186,kindu,-2.95,25.95,23.4,91,81,1.46,CD,1728236198
187,antalaha,-14.9003,50.2788,22.18,75,24,6.45,MG,1728236198
188,belmonte,-15.8631,-38.8828,25.5,65,83,4.93,BR,1728236198
189,malango,-2.9627,119.9001,16.48,78,44,1.48,ID,1728236198
190,newnham,-41.3833,147.1333,12.53,94,100,10.8,AU,1728236198
191,leiston,52.2061,1.5776,13.83,92,70,6.69,GB,1728236194
192,turkmenbasy,40.0222,52.9552,16.43,59,0,0.0,TM,1728236199
193,brookings,44.3114,-96.7984,14.14,54,0,6.69,US,1728236199
194,datong,40.0936,113.2914,9.62,62,70,2.59,CN,1728236199
195,paracuru,-3.41,-39.0306,28.2,62,4,7.05,BR,1728235954
196,port elizabeth,-33.918,25.5701,19.62,92,75,4.12,ZA,1728235929
197,borgarnes,64.5383,-21.9206,2.43,61,0,2.43,IS,1728236200
198,tolanaro,-25.0319,46.9987,21.04,73,40,9.77,MG,1728236200
199,pacific grove,36.6177,-121.9166,25.06,86,0,0.89,US,1728236200
200,susuman,62.7833,148.1667,-5.31,85,100,2.17,RU,1728236200
201,sabang,5.8933,95.3214,27.0,79,100,3.27,ID,1728236200
202,angaur state,6.906,134.13,28.84,74,51,2.86,PW,1728236201
203,orange walk,17.8333,-88.8333,33.62,52,82,1.26,BZ,1728236201
204,georgetown,5.4112,100.3354,27.96,87,20,1.03,MY,1728236201
205,bako,5.7833,36.5667,17.2,87,81,2.69,ET,1728236201
206,savaneta,12.45,-69.9333,30.94,62,40,1.54,AW,1728236201
207,general villegas,-35.0328,-63.0125,25.6,30,100,5.63,AR,1728236201
208,sauri,11.7266,6.7837,22.31,86,93,0.55,NG,1728236201
209,nadi,-17.8,177.4167,23.0,78,20,1.03,FJ,1728236202
210,pingliang,35.5392,106.6861,10.98,73,92,0.87,CN,1728236202
211,i-n-salah,27.1935,2.4607,37.54,10,99,2.3,DZ,1728236202
212,salalah,17.0151,54.0924,27.05,74,75,2.57,OM,1728236202
213,codrington,-38.2667,141.9667,13.87,78,97,8.75,AU,1728236202
214,ongjin,37.9347,125.3619,16.15,77,100,2.51,KP,1728236202
215,xinqing,48.2333,129.5,1.28,68,0,0.89,CN,1728236202
216,berdigestyakh,62.0989,126.6992,0.01,94,93,2.14,RU,1728236203
217,qaqortoq,60.7167,-46.0333,4.44,64,62,0.85,GL,1728236081
218,ust-nera,64.5667,143.2,-9.05,99,96,2.77,RU,1728236203
219,hauterive,46.0901,3.4459,16.7,94,87,2.42,FR,1728236203
220,san patricio,28.017,-97.5169,31.97,48,0,5.45,US,1728236203
221,harnosand,62.6323,17.9379,8.0,74,100,3.94,SE,1728236203
222,taraclia,45.9,28.6689,17.82,88,98,1.53,MD,1728236203
223,medicine hat,50.0501,-110.6683,17.62,47,20,4.12,CA,1728236204
224,cova figueira,14.8905,-24.2934,22.4,78,28,2.14,CV,1728236204
225,sinabang,2.4803,96.3801,25.62,85,100,0.59,ID,1728236204
226,nguigmi,14.2495,13.1092,35.02,27,66,2.64,NE,1728236204
227,brisas de zicatela,15.8369,-97.0419,29.29,79,0,2.57,MX,1728236205
228,sarriguren,42.8106,-1.5927,18.98,82,40,2.06,ES,1728236205
229,tevriz,57.509,72.4042,8.21,83,100,5.08,RU,1728236205
230,kingston,17.997,-76.7936,33.98,66,20,5.14,JM,1728236065
231,trujillo,-8.116,-79.03,17.98,82,100,4.12,PE,1728236205
232,chonchi,-42.6128,-73.8092,17.29,55,1,2.43,CL,1728236205
233,abepura,-2.6333,140.5833,25.45,94,20,0.51,ID,1728236205
234,atherton,53.5237,-2.4935,13.83,89,100,1.79,GB,1728236206
235,arvayheer,46.2639,102.775,2.16,48,0,1.46,MN,1728236206
236,bu'aale,1.0833,42.5833,25.59,74,90,7.47,SO,1728236206
237,aswan,24.0934,32.907,32.61,19,0,2.06,EG,1728236207
238,kachia,9.8667,7.95,21.95,89,86,1.27,NG,1728236207
239,portland,45.5234,-122.6762,17.12,79,20,1.54,US,1728235623
240,la sarre,48.8002,-79.1996,9.86,90,100,7.72,CA,1728236207
241,las tablas,7.7667,-80.2833,29.54,99,94,2.13,PA,1728236208
242,geneina,13.45,22.45,29.87,31,28,0.98,SD,1728236208
243,gunnison,38.7,-107.0673,8.47,18,0,1.56,US,1728236208
244,irece,-11.3042,-41.8558,34.73,24,13,4.5,BR,1728236208
245,qurayyat,31.3318,37.3428,29.1,13,0,2.06,SA,1728236208
246,mbuji-mayi,-6.15,23.6,29.68,33,99,1.9,CD,1728235814
247,sarmiento,-45.5882,-69.07,19.07,32,0,3.9,AR,1728236209
248,valparaiso,-33.0393,-71.6273,16.67,84,100,4.12,CL,1728236155
249,pandan,14.0453,124.1694,25.75,91,100,2.52,PH,1728236209
250,port augusta,-32.5,137.7667,14.53,70,62,1.54,AU,1728236209
251,bereket,39.2446,55.5154,20.53,38,0,3.55,TM,1728236209
252,larkird,35.4894,66.6641,9.93,82,100,1.51,AF,1728236209
253,nosy varika,-20.5833,48.5333,19.08,83,13,1.13,MG,1728236210
254,phan thiet,10.9333,108.1,25.49,85,94,1.57,VN,1728236147
255,sinan,34.8262,126.1086,18.94,57,98,9.07,KR,1728236210
256,sidi aissa,35.8855,3.7724,24.41,39,27,2.75,DZ,1728236210
257,fort st. john,56.2499,-120.8529,9.94,62,40,6.17,CA,1728235963
258,rio grande,-32.035,-52.0986,19.03,75,100,5.08,BR,1728236210
259,trzebinia,50.1593,19.4697,10.49,92,100,0.26,PL,1728236211
260,kyabe,9.4515,18.9449,24.36,90,100,1.66,TD,1728236211
261,holualoa,19.6228,-155.9522,21.57,81,0,2.06,US,1728236211
262,gusinoozyorsk,51.2833,106.5,5.34,65,11,0.72,RU,1728236211
263,zyryanovsk,49.7386,84.2719,12.0,24,100,0.81,KZ,1728236211
264,berezovyy,51.6667,135.7,1.57,68,0,2.12,RU,1728236212
265,minas de marcona,-15.2119,-75.1103,19.87,57,39,3.33,PE,1728236213
266,elliot lake,46.3834,-82.6331,16.79,39,18,5.8,CA,1728236213
267,sarangani,5.4033,125.4636,28.22,78,46,3.62,PH,1728236214
268,sibut,5.718,19.0739,21.45,98,100,1.56,CF,1728236214
269,sao gabriel da cachoeira,-0.1303,-67.0892,26.89,83,75,2.57,BR,1728236214
270,el calafate,-50.3408,-72.2768,9.04,56,94,2.18,AR,1728236214
271,katima mulilo,-17.5,24.2667,20.65,21,0,2.41,,1728236214
272,swift current,50.2834,-107.8014,14.45,41,0,4.12,CA,1728236214
273,al jawf,29.5,38.75,29.45,16,0,6.98,SA,1728236214
274,hovd,48.0056,91.6419,5.75,43,16,0.27,MN,1728236215
275,mawlamyinegyunn,16.3833,95.2667,24.99,90,31,1.48,MM,1728236215
276,concepcion del oro,24.6333,-101.4167,18.68,50,56,1.93,MX,1728236215
277,asturias,43.3333,-6.0,16.86,99,70,1.49,ES,1728236217
278,kerman,30.2832,57.0788,20.92,32,0,5.14,IR,1728236105
279,puerto baquerizo moreno,-0.9,-89.6,24.55,78,40,8.23,EC,1728235940
280,racine,42.7495,-88.0751,19.73,46,0,7.72,US,1728236217
281,buulobarde,3.8538,45.5674,27.6,60,99,7.75,SO,1728236217
282,balqash,46.8481,74.995,14.96,67,63,3.74,KZ,1728236218
283,teloloapan,18.35,-99.85,21.63,76,71,1.77,MX,1728236195
284,chateaudun,48.0833,1.3333,16.14,90,100,6.95,FR,1728236218
285,yarmouth,41.7057,-70.2286,17.23,77,40,5.14,US,1728236218
286,talara,-4.5772,-81.2719,26.42,65,0,7.2,PE,1728236218
287,pohang,36.0322,129.365,17.32,92,100,2.16,KR,1728236218
288,farap,39.1704,63.6116,18.0,52,0,2.06,TM,1728236219
289,simpang,-1.2667,104.0833,23.85,92,95,0.72,ID,1728236219
290,guayaquil,-2.1667,-79.9,30.98,48,20,4.63,EC,1728236108
291,rio gallegos,-51.6226,-69.2181,13.03,35,0,5.14,AR,1728236219
292,iranshahr,27.2025,60.6848,34.19,21,0,4.12,IR,1728236219
293,manta,-0.95,-80.7333,28.88,65,40,3.6,EC,1728236152
294,hoemul-li,41.4339,129.67,13.46,69,100,1.35,KP,1728236219
295,hetauda,27.4284,85.0322,21.87,93,30,1.66,NP,1728236219
296,garissa,-0.4536,39.6401,28.18,48,75,10.82,KE,1728236220
297,chibougamau,49.9168,-74.3659,10.79,66,100,6.69,CA,1728236091
298,conde,-7.2597,-34.9075,28.7,58,20,6.17,BR,1728236211
299,emkhomazi,-30.2067,30.7978,23.06,42,0,2.62,ZA,1728236220
300,chegdomyn,51.1167,133.0167,-0.52,77,3,1.0,RU,1728236221
301,childress,34.4264,-100.204,27.14,32,0,0.0,US,1728236221
302,unye,11.4502,13.962,26.06,67,99,2.57,NG,1728236221
303,tamanrasset,22.785,5.5228,25.95,31,40,4.63,DZ,1728236221
304,dudinka,69.4058,86.1778,-4.02,74,100,8.08,RU,1728236221
305,arraial do cabo,-22.9661,-42.0278,24.98,50,0,7.72,BR,1728236113
306,corner brook,48.9667,-57.9484,13.76,59,100,4.18,CA,1728235952
307,xuddur,4.1213,43.8894,28.91,43,100,6.38,SO,1728236224
308,tianshui,34.5439,105.6897,14.91,67,100,1.24,CN,1728236225
309,colonia,50.9333,6.95,13.4,75,0,4.12,DE,1728236092
310,kirando,-7.4167,30.6,26.2,61,57,1.64,TZ,1728236225
311,lospalos,-8.5186,127.0025,20.54,92,87,2.14,TL,1728236225
312,lampang,18.3333,99.5,22.65,96,20,0.12,TH,1728236225
313,mananjary,-21.2167,48.3333,17.65,91,18,0.89,MG,1728236225
314,diamantino,-14.4086,-56.4461,35.81,27,43,2.6,BR,1728236226
315,harnai,30.1005,67.9374,26.63,47,1,1.17,PK,1728236226
316,tipasa,36.5897,2.4475,24.31,63,84,1.26,DZ,1728236226
317,mount pearl,47.5166,-52.7813,11.36,84,75,6.69,CA,1728236227
318,yanchep,-31.55,115.6833,14.6,87,34,2.5,AU,1728236227
319,tovarkovskiy,53.6822,38.2092,11.69,95,100,4.75,RU,1728236227
320,fonseca,10.8861,-72.8487,33.54,46,89,2.83,CO,1728236228
321,mount isa,-20.7333,139.5,25.87,44,14,4.12,AU,1728236228
322,aykhal,66.0,111.5,-5.08,94,91,9.19,RU,1728236228
323,daru,-9.0763,143.2092,25.62,88,100,7.55,PG,1728236228
324,iskateley,67.6803,53.1512,0.33,76,63,6.12,RU,1728236228
325,vilyuchinsk,52.9306,158.4028,3.15,72,100,0.9,RU,1728236228
326,mount gambier,-37.8333,140.7667,13.08,86,100,5.78,AU,1728236228
327,bel ombre,-4.6167,55.4167,25.91,89,75,6.17,SC,1728236229
328,sola,-13.8833,167.55,26.3,84,95,9.49,VU,1728236229
329,dickson,36.077,-87.3878,30.02,52,0,3.6,US,1728236051
330,palangkaraya,-2.2,113.8333,24.31,82,100,1.3,ID,1728236230
331,san antonio de pale,-1.4014,5.6325,25.08,84,100,4.18,GQ,1728236230
332,saint-pol-de-leon,48.6833,-3.9833,16.32,79,75,5.66,FR,1728236230
333,qui nhon,13.7667,109.2333,24.75,91,100,3.05,VN,1728236230
334,lubang,13.8584,120.124,27.78,78,100,7.45,PH,1728236230
335,flying fish cove,-10.4217,105.6791,25.82,94,100,6.17,CX,1728236230
336,jiuquan,39.7432,98.5174,10.27,47,0,2.24,CN,1728236230
337,igarka,67.4667,86.5833,-2.05,66,100,8.62,RU,1728236231
338,hinton,53.4001,-117.5857,11.26,58,100,2.1,CA,1728236231
339,nadym,65.5333,72.5167,-1.02,94,100,3.77,RU,1728236231
340,happy valley-goose bay,53.3168,-60.3315,12.17,40,75,4.12,CA,1728236231
341,dilling,12.05,29.65,25.34,61,100,3.44,SD,1728236231
342,mbaiki,3.8678,17.9892,22.07,94,96,0.67,CF,1728236232
343,tougan,13.0667,-3.0667,27.23,70,97,5.38,BF,1728236232
344,shuangjiang,26.1547,109.7138,15.62,72,90,1.76,CN,1728236232
345,arar,30.9753,41.0381,29.01,14,0,3.09,SA,1728236232
346,ancud,-41.8697,-73.8203,9.09,84,13,9.72,CL,1728236232
347,broken hill,-31.95,141.4333,16.46,47,19,1.47,AU,1728236232
348,lompoc,34.6391,-120.4579,20.4,86,0,1.54,US,1728236233
